Name,Online,book_table,rate,votes,approx_cost(for two people),listed_in(type)
Customer_6935,No,Yes,3.2,4713,677,Cafe
Customer_6936,Yes,No,1.6,2269,472,Buffet
Customer_6937,Yes,No,3.5,4694,1466,Buffet
Customer_6938,Yes,Yes,3.7,1885,409,Dining
Customer_6939,Yes,Yes,1.9,3664,2143,Delivery
Customer_6940,No,No,2.3,1668,1545,Dining
Customer_6941,Yes,Yes,3.3,2246,2626,Quick Bites
Customer_6942,No,Yes,1.5,866,586,Dining
Customer_6943,No,No,2.4,492,474,Delivery
Customer_6944,Yes,No,1.2,2840,1994,Delivery
Customer_6945,No,No,3.9,417,1334,Buffet
Customer_6946,No,No,2.9,2863,1900,Delivery
Customer_6947,No,No,2.2,2551,2426,Cafe
Customer_6948,Yes,No,4.4,3764,1872,Cafe
Customer_6949,Yes,Yes,3.2,844,2674,Cafe
Customer_6950,Yes,Yes,2.4,353,2357,Quick Bites
Customer_6951,No,No,1.3,90,1638,Delivery
Customer_6952,Yes,Yes,2,33,2119,Buffet
Customer_6953,Yes,No,3,1835,2097,Delivery
Customer_6954,No,Yes,4.8,1728,206,Buffet
Customer_6955,Yes,No,1.7,4742,1387,Buffet
Customer_6956,Yes,No,2.6,1147,2975,Delivery
Customer_6957,No,Yes,3.7,595,1751,Cafe
Customer_6958,Yes,Yes,1.9,1707,1213,Quick Bites
Customer_6959,Yes,No,4.5,3155,2153,Quick Bites
Customer_6960,No,No,3.3,206,1113,Delivery
Customer_6961,No,Yes,3.6,3319,362,Buffet
Customer_6962,Yes,Yes,2.3,2642,2172,Dining
Customer_6963,Yes,No,1.7,2318,2281,Quick Bites
Customer_6964,Yes,Yes,1.8,1944,308,Delivery
Customer_6965,No,No,1.9,2376,2867,Quick Bites
Customer_6966,No,Yes,3.8,2143,2650,Dining
Customer_6967,No,No,1.6,1086,2846,Buffet
Customer_6968,Yes,No,4.2,2049,1178,Quick Bites
Customer_6969,No,Yes,1.1,4843,2018,Buffet
Customer_6970,Yes,No,3.4,373,534,Dining
Customer_6971,No,No,4.9,3170,1108,Cafe
Customer_6972,Yes,Yes,2.6,3153,215,Cafe
Customer_6973,Yes,No,3.5,4231,2334,Cafe
Customer_6974,No,No,3.7,1538,253,Quick Bites
Customer_6975,Yes,No,4.7,1839,1777,Quick Bites
Customer_6976,No,No,4.2,2582,639,Buffet
Customer_6977,Yes,Yes,3.9,675,2819,Dining
Customer_6978,No,No,3.2,3978,2290,Buffet
Customer_6979,Yes,Yes,4.4,2947,1959,Delivery
Customer_6980,No,No,1.5,13,2668,Cafe
Customer_6981,No,Yes,4.4,4276,1888,Dining
Customer_6982,No,No,2.5,3085,2219,Cafe
Customer_6983,Yes,No,2.6,2572,1802,Dining
Customer_6984,Yes,Yes,1.9,3578,486,Cafe
Customer_6985,No,No,3.2,3039,782,Quick Bites
Customer_6986,Yes,No,1.4,4214,501,Delivery
Customer_6987,No,Yes,3.8,502,1267,Cafe
Customer_6988,Yes,Yes,2.1,3090,1713,Cafe
Customer_6989,No,Yes,3.9,3999,2239,Delivery
Customer_6990,Yes,No,4,3885,2869,Cafe
Customer_6991,No,Yes,3.7,2950,1850,Dining
Customer_6992,No,No,3.5,544,2977,Dining
Customer_6993,Yes,No,2.5,4154,876,Dining
Customer_6994,No,Yes,4.6,45,361,Dining
Customer_6995,Yes,No,4.5,2402,446,Quick Bites
Customer_6996,No,Yes,3.1,2708,886,Dining
Customer_6997,No,No,2.6,527,2840,Buffet
Customer_6998,No,Yes,4.6,308,2105,Delivery
Customer_6999,No,No,2.4,50,1880,Delivery
Customer_7000,No,No,1.4,1054,2156,Cafe
Customer_7001,No,Yes,4,2950,2143,Dining
Customer_7002,No,Yes,4.6,3950,1206,Delivery
Customer_7003,Yes,Yes,2.2,3172,1420,Cafe
Customer_7004,No,No,3,3786,1566,Dining
Customer_7005,Yes,No,3.9,3086,1019,Dining
Customer_7006,No,No,4.8,4344,1762,Cafe
Customer_7007,No,No,3.7,4280,683,Quick Bites
Customer_7008,Yes,No,1.5,3504,257,Cafe
Customer_7009,No,No,1.2,193,1797,Quick Bites
Customer_7010,Yes,Yes,2.5,3092,600,Cafe
Customer_7011,Yes,No,4.5,3786,1215,Cafe
Customer_7012,Yes,Yes,2.3,598,1974,Delivery
Customer_7013,No,Yes,1.5,4277,2069,Dining
Customer_7014,Yes,Yes,4.3,4390,2647,Cafe
Customer_7015,No,No,2.1,4947,2699,Delivery
Customer_7016,Yes,No,3.9,4099,346,Dining
Customer_7017,No,No,3.5,48,884,Buffet
Customer_7018,No,Yes,3.4,3225,216,Cafe
Customer_7019,No,Yes,2.6,4810,1301,Delivery
Customer_7020,No,No,1.6,753,1849,Delivery
Customer_7021,No,Yes,3,4939,1457,Quick Bites
Customer_7022,No,Yes,2.3,1453,2095,Dining
Customer_7023,No,No,3.1,2647,700,Delivery
Customer_7024,No,Yes,4.8,3627,1375,Quick Bites
Customer_7025,Yes,Yes,4.4,221,1955,Quick Bites
Customer_7026,No,No,4.5,1475,1557,Cafe
Customer_7027,No,No,4.7,4241,1912,Delivery
Customer_7028,Yes,Yes,4.9,4941,1166,Delivery
Customer_7029,Yes,No,1.2,2644,2304,Quick Bites
Customer_7030,No,No,3.2,2667,2989,Buffet
Customer_7031,No,No,4.2,3830,407,Dining
Customer_7032,No,Yes,4.4,1119,2519,Cafe
Customer_7033,Yes,No,2.4,4316,376,Quick Bites
Customer_7034,No,Yes,2.9,3104,328,Dining
Customer_7035,No,No,3.1,4578,1460,Dining
Customer_7036,Yes,No,1.8,1267,2658,Quick Bites
Customer_7037,Yes,No,1,1444,482,Buffet
Customer_7038,Yes,Yes,3,2529,2596,Dining
Customer_7039,No,No,3.8,782,437,Dining
Customer_7040,No,No,1.2,991,261,Buffet
Customer_7041,Yes,Yes,1.5,2239,1721,Delivery
Customer_7042,Yes,Yes,3.7,3006,2287,Quick Bites
Customer_7043,No,No,3.1,2410,1220,Delivery
Customer_7044,Yes,No,4.4,4532,2944,Cafe
Customer_7045,No,No,3.2,734,2655,Quick Bites
Customer_7046,No,Yes,3.5,4511,2187,Quick Bites
Customer_7047,Yes,Yes,4.8,4114,1261,Buffet
Customer_7048,No,Yes,3.2,3648,2057,Delivery
Customer_7049,Yes,Yes,1.6,1237,444,Dining
Customer_7050,No,No,4.5,4740,2054,Quick Bites
Customer_7051,Yes,Yes,1.3,2538,1307,Buffet
Customer_7052,Yes,Yes,4.9,2804,1008,Dining
Customer_7053,No,No,3.7,4820,2886,Dining
Customer_7054,No,Yes,4.1,1603,2911,Delivery
Customer_7055,No,No,2.1,3711,820,Delivery
Customer_7056,Yes,Yes,2.6,3634,696,Delivery
Customer_7057,Yes,No,1.9,1321,477,Cafe
Customer_7058,No,No,4.5,4281,1858,Buffet
Customer_7059,Yes,Yes,3.5,4238,404,Cafe
Customer_7060,Yes,Yes,2.3,1760,242,Buffet
Customer_7061,Yes,Yes,2.7,3912,2242,Buffet
Customer_7062,No,No,2.7,3136,2488,Dining
Customer_7063,No,Yes,3.4,748,1225,Cafe
Customer_7064,Yes,Yes,2,4802,1371,Buffet
Customer_7065,Yes,Yes,3.9,2359,586,Quick Bites
Customer_7066,Yes,No,4.9,3821,705,Buffet
Customer_7067,Yes,Yes,1,2231,1210,Delivery
Customer_7068,Yes,No,3.3,1624,2366,Cafe
Customer_7069,Yes,No,2.1,915,2027,Cafe
Customer_7070,No,Yes,1,1552,2769,Delivery
Customer_7071,No,No,3.9,4940,2635,Delivery
Customer_7072,No,No,2.3,2066,1907,Dining
Customer_7073,Yes,No,4.9,3761,392,Quick Bites
Customer_7074,Yes,No,2.2,4329,300,Cafe
Customer_7075,No,Yes,1.9,1562,534,Delivery
Customer_7076,Yes,No,1.1,4831,1567,Delivery
Customer_7077,Yes,No,1.6,480,1711,Delivery
Customer_7078,No,Yes,4.9,3056,1592,Dining
Customer_7079,No,No,3.1,2887,2314,Quick Bites
Customer_7080,No,Yes,3.3,2918,1641,Dining
Customer_7081,Yes,Yes,3.8,4265,1764,Cafe
Customer_7082,No,Yes,2.8,3105,2713,Quick Bites
Customer_7083,No,No,1.8,3003,2197,Buffet
Customer_7084,No,Yes,4.9,4716,2720,Quick Bites
Customer_7085,Yes,Yes,3.7,255,2400,Delivery
Customer_7086,Yes,Yes,1.3,1683,1989,Quick Bites
Customer_7087,Yes,No,2.6,614,2261,Buffet
Customer_7088,Yes,No,3.2,2153,646,Dining
Customer_7089,Yes,Yes,4.2,4228,1417,Quick Bites
Customer_7090,Yes,No,2.8,1725,1178,Dining
Customer_7091,Yes,Yes,3.4,1164,728,Dining
Customer_7092,No,No,3,2745,899,Dining
Customer_7093,No,No,3.2,2940,715,Delivery
Customer_7094,Yes,No,3.1,4799,1728,Buffet
Customer_7095,Yes,Yes,3.4,1228,2059,Buffet
Customer_7096,No,No,2.3,2187,1736,Delivery
Customer_7097,Yes,Yes,1,4092,1403,Delivery
Customer_7098,Yes,No,2.1,3442,2629,Buffet
Customer_7099,No,No,2.8,1806,2671,Dining
Customer_7100,Yes,Yes,1.5,412,1146,Dining
Customer_7101,Yes,No,2,3461,1015,Quick Bites
Customer_7102,No,Yes,2.5,3687,2980,Buffet
Customer_7103,Yes,Yes,2.7,2783,271,Buffet
Customer_7104,Yes,Yes,1.6,20,2846,Delivery
Customer_7105,No,No,4.2,4567,1730,Buffet
Customer_7106,Yes,Yes,4.4,3655,2730,Delivery
Customer_7107,Yes,Yes,3.2,3183,2864,Quick Bites
Customer_7108,No,No,2.5,5000,2885,Quick Bites
Customer_7109,No,No,2.3,2257,2782,Dining
Customer_7110,No,No,4.2,2631,2192,Cafe
Customer_7111,Yes,Yes,4.3,3423,2747,Buffet
Customer_7112,Yes,Yes,4.8,1576,2222,Dining
Customer_7113,Yes,Yes,1.7,2281,1888,Dining
Customer_7114,Yes,Yes,1.5,3592,838,Dining
Customer_7115,Yes,Yes,1.5,4798,219,Dining
Customer_7116,No,No,4.9,1539,1414,Delivery
Customer_7117,Yes,Yes,2.6,2851,2049,Quick Bites
Customer_7118,Yes,No,3.5,3597,840,Dining
Customer_7119,Yes,No,4.8,4174,648,Quick Bites
Customer_7120,Yes,Yes,2.7,1180,1145,Cafe
Customer_7121,Yes,Yes,1.6,234,2468,Buffet
Customer_7122,No,No,4.6,3071,2938,Dining
Customer_7123,No,Yes,4.6,2336,2604,Cafe
Customer_7124,Yes,Yes,2.8,1662,2859,Delivery
Customer_7125,Yes,Yes,4.9,4359,2445,Buffet
Customer_7126,Yes,No,3.9,4830,1148,Buffet
Customer_7127,Yes,Yes,1.5,3792,1014,Buffet
Customer_7128,Yes,Yes,3.6,3582,948,Cafe
Customer_7129,Yes,No,2.8,1070,329,Delivery
Customer_7130,No,Yes,1.3,2017,1779,Delivery
Customer_7131,Yes,No,4.3,1224,2802,Cafe
Customer_7132,Yes,Yes,1.2,1084,1001,Delivery
Customer_7133,Yes,Yes,2.4,2883,237,Buffet
Customer_7134,Yes,Yes,4.1,1953,1144,Dining
Customer_7135,No,No,3.3,3823,237,Quick Bites
Customer_7136,Yes,Yes,2.9,3697,2625,Buffet
Customer_7137,Yes,Yes,2.2,4479,1939,Delivery
Customer_7138,Yes,No,3.6,4234,1535,Cafe
Customer_7139,No,Yes,3.8,2013,1302,Quick Bites
Customer_7140,No,No,4.5,376,213,Delivery
Customer_7141,No,Yes,3.8,4048,1377,Buffet
Customer_7142,Yes,No,4.9,3820,420,Buffet
Customer_7143,Yes,Yes,4.4,76,1712,Dining
Customer_7144,Yes,Yes,2.2,1688,1823,Quick Bites
Customer_7145,Yes,Yes,3.7,2224,1260,Quick Bites
Customer_7146,No,Yes,4.8,2761,2587,Delivery
Customer_7147,No,No,4.7,3957,1407,Quick Bites
Customer_7148,Yes,No,1.7,220,1019,Buffet
Customer_7149,Yes,Yes,2,2060,2279,Buffet
Customer_7150,No,Yes,1.9,1054,2390,Quick Bites
Customer_7151,No,No,3.7,4326,217,Delivery
Customer_7152,Yes,Yes,2.2,4120,2736,Cafe
Customer_7153,Yes,No,1.7,4403,1043,Dining
Customer_7154,Yes,Yes,2.9,2204,266,Quick Bites
Customer_7155,Yes,Yes,1.5,1724,2255,Delivery
Customer_7156,Yes,Yes,4.4,2312,2432,Delivery
Customer_7157,Yes,No,2.9,1570,2852,Dining
Customer_7158,No,No,4.9,3573,2659,Quick Bites
Customer_7159,Yes,No,2.8,2046,310,Delivery
Customer_7160,Yes,Yes,1.4,3453,1659,Buffet
Customer_7161,No,No,2.7,52,2925,Quick Bites
Customer_7162,No,No,3.7,2219,2612,Buffet
Customer_7163,No,No,1.2,142,555,Cafe
Customer_7164,No,Yes,4.3,2356,1096,Quick Bites
Customer_7165,No,Yes,4.5,340,1366,Delivery
Customer_7166,No,Yes,2.8,1912,1222,Delivery
Customer_7167,No,Yes,1.8,1911,1744,Cafe
Customer_7168,Yes,No,2.9,2874,1374,Dining
Customer_7169,Yes,Yes,2.5,1673,1260,Delivery
Customer_7170,Yes,No,3.2,3537,2005,Delivery
Customer_7171,Yes,No,2.2,4093,2297,Buffet
Customer_7172,Yes,Yes,1.4,2854,1530,Dining
Customer_7173,No,Yes,1,4421,621,Quick Bites
Customer_7174,Yes,Yes,1.6,4815,2559,Quick Bites
Customer_7175,Yes,Yes,4.7,2095,774,Delivery
Customer_7176,Yes,No,2.8,4698,2620,Dining
Customer_7177,No,No,2.9,4351,2238,Quick Bites
Customer_7178,No,Yes,1.4,2045,1134,Quick Bites
Customer_7179,No,No,3.4,3077,2759,Buffet
Customer_7180,No,Yes,4.5,2612,1864,Delivery
Customer_7181,No,No,4.6,4051,1274,Buffet
Customer_7182,No,Yes,2.2,2744,916,Cafe
Customer_7183,No,No,3,3247,724,Delivery
Customer_7184,Yes,Yes,4.3,3377,2139,Buffet
Customer_7185,Yes,No,1.3,852,1611,Buffet
Customer_7186,No,No,3,2725,1204,Delivery
Customer_7187,No,Yes,4.9,2904,2654,Cafe
Customer_7188,Yes,No,2.1,2018,387,Dining
Customer_7189,No,Yes,1.7,3575,1558,Cafe
Customer_7190,Yes,Yes,3.1,3793,312,Buffet
Customer_7191,Yes,No,4.1,1431,278,Cafe
Customer_7192,Yes,No,4.7,249,834,Delivery
Customer_7193,Yes,Yes,3.4,3691,1786,Delivery
Customer_7194,Yes,Yes,2,3148,1874,Delivery
Customer_7195,No,Yes,2.5,4868,1818,Cafe
Customer_7196,No,No,1,4265,1728,Quick Bites
Customer_7197,No,No,1.6,321,2335,Cafe
Customer_7198,No,No,4.5,1764,2314,Dining
Customer_7199,No,Yes,4,2861,1158,Dining
Customer_7200,No,Yes,4.7,3103,1774,Cafe
Customer_7201,Yes,No,1.1,4754,2514,Delivery
Customer_7202,No,No,1.6,236,343,Buffet
Customer_7203,Yes,No,3.4,3350,1598,Delivery
Customer_7204,Yes,No,4.8,1625,2141,Delivery
Customer_7205,No,No,4.4,4412,2204,Delivery
Customer_7206,No,Yes,1.8,4744,2627,Buffet
Customer_7207,Yes,No,3.1,4275,1494,Dining
Customer_7208,Yes,Yes,4,2520,362,Dining
Customer_7209,Yes,Yes,1.3,1737,1743,Buffet
Customer_7210,No,Yes,3.1,2782,1299,Delivery
Customer_7211,No,No,4.9,4050,387,Quick Bites
Customer_7212,No,No,2.5,4104,2001,Delivery
Customer_7213,No,Yes,4.5,2122,667,Cafe
Customer_7214,No,Yes,1.3,731,471,Buffet
Customer_7215,No,No,3.8,2948,2136,Cafe
Customer_7216,Yes,Yes,3.3,2803,1862,Delivery
Customer_7217,No,No,3.5,3968,2341,Dining
Customer_7218,No,Yes,4.8,1323,513,Delivery
Customer_7219,No,No,4.2,2031,2264,Dining
Customer_7220,No,No,2.5,1429,486,Delivery
Customer_7221,Yes,No,1.6,4382,2583,Dining
Customer_7222,No,Yes,3.1,413,998,Dining
Customer_7223,No,Yes,1.3,2565,1846,Delivery
Customer_7224,No,Yes,3.5,2565,2605,Buffet
Customer_7225,No,Yes,1.1,730,847,Dining
Customer_7226,Yes,No,4,2139,2298,Cafe
Customer_7227,Yes,Yes,2,569,2678,Cafe
Customer_7228,Yes,Yes,2.4,4722,1261,Buffet
Customer_7229,Yes,No,2.4,837,1085,Quick Bites
Customer_7230,Yes,Yes,2.3,509,481,Dining
Customer_7231,No,Yes,4.1,2713,1686,Buffet
Customer_7232,Yes,No,1.7,4925,1766,Delivery
Customer_7233,No,No,4.3,3924,2841,Buffet
Customer_7234,No,No,3.8,3352,1022,Dining
Customer_7235,No,No,4.3,363,968,Delivery
Customer_7236,Yes,No,1.2,66,755,Delivery
Customer_7237,No,Yes,1.9,4441,2154,Buffet
Customer_7238,No,No,4.3,4980,2692,Dining
Customer_7239,No,Yes,4.8,1637,763,Quick Bites
Customer_7240,No,No,3.5,4338,1041,Delivery
Customer_7241,No,No,4.5,2238,1821,Delivery
Customer_7242,No,Yes,1.1,4766,1730,Delivery
Customer_7243,No,No,3.7,4281,1580,Delivery
Customer_7244,Yes,No,4.6,4561,522,Dining
Customer_7245,No,No,3.6,4770,2145,Dining
Customer_7246,No,Yes,2.7,318,2538,Cafe
Customer_7247,Yes,No,4,395,1041,Delivery
Customer_7248,No,No,3,4093,642,Dining
Customer_7249,No,No,2.8,2615,1504,Buffet
Customer_7250,No,Yes,1.2,3284,1240,Delivery
Customer_7251,Yes,No,4.7,2262,2794,Cafe
Customer_7252,No,No,1.5,1626,1297,Delivery
Customer_7253,Yes,No,2.4,3054,2293,Buffet
Customer_7254,No,Yes,4.6,270,1742,Delivery
Customer_7255,No,No,2.3,2706,1937,Quick Bites
Customer_7256,Yes,No,4.4,116,2360,Cafe
Customer_7257,Yes,Yes,2.3,4674,1702,Buffet
Customer_7258,No,Yes,2.9,4967,2847,Delivery
Customer_7259,No,Yes,4.5,754,438,Quick Bites
Customer_7260,Yes,No,1.2,2595,248,Buffet
Customer_7261,No,No,4.7,746,370,Buffet
Customer_7262,No,No,4.7,1097,1107,Quick Bites
Customer_7263,No,Yes,3.9,551,2629,Quick Bites
Customer_7264,Yes,No,4.8,2062,203,Cafe
Customer_7265,Yes,No,3.9,2118,2007,Dining
Customer_7266,No,Yes,1.2,3718,442,Delivery
Customer_7267,No,No,2.7,865,1992,Cafe
Customer_7268,Yes,Yes,3.6,966,2173,Quick Bites
Customer_7269,Yes,Yes,2.2,1059,971,Cafe
Customer_7270,No,Yes,3.2,4594,2299,Cafe
Customer_7271,Yes,No,1.4,1321,2810,Buffet
Customer_7272,Yes,Yes,4.9,4918,1897,Dining
Customer_7273,No,No,1.1,1503,2132,Buffet
Customer_7274,No,No,2.8,3801,2453,Dining
Customer_7275,Yes,No,2.9,1701,2274,Buffet
Customer_7276,Yes,Yes,1.7,1842,864,Buffet
Customer_7277,Yes,No,3.5,2744,2321,Dining
Customer_7278,No,No,2.4,746,1321,Cafe
Customer_7279,Yes,Yes,4.2,2956,214,Quick Bites
Customer_7280,No,No,1.6,4275,360,Cafe
Customer_7281,Yes,Yes,4.5,1262,2863,Delivery
Customer_7282,Yes,Yes,4.2,3984,2598,Quick Bites
Customer_7283,Yes,Yes,4.9,1514,2820,Cafe
Customer_7284,Yes,Yes,2.1,4801,2718,Dining
Customer_7285,Yes,Yes,1.9,1442,587,Buffet
Customer_7286,No,Yes,3.4,2233,640,Buffet
Customer_7287,No,No,4.4,889,1728,Quick Bites
Customer_7288,Yes,No,3.3,4992,2116,Quick Bites
Customer_7289,No,Yes,2.8,2354,2040,Delivery
Customer_7290,No,Yes,4.8,3337,2027,Delivery
Customer_7291,No,Yes,4.3,197,2682,Dining
Customer_7292,Yes,No,1.6,4574,1199,Quick Bites
Customer_7293,Yes,No,3.7,1161,403,Cafe
Customer_7294,No,No,3.7,2430,632,Delivery
Customer_7295,Yes,No,2.9,4110,557,Quick Bites
Customer_7296,No,No,2.9,4455,2679,Buffet
Customer_7297,No,No,4.5,4044,1892,Delivery
Customer_7298,Yes,Yes,4.2,3682,1969,Quick Bites
Customer_7299,Yes,Yes,1.9,3020,2118,Delivery
Customer_7300,Yes,No,3.9,2277,2544,Dining
Customer_7301,No,No,5,4565,992,Dining
Customer_7302,No,No,2.5,2946,663,Quick Bites
Customer_7303,Yes,Yes,1.3,4419,239,Quick Bites
Customer_7304,Yes,No,2.1,1677,1593,Buffet
Customer_7305,Yes,Yes,1.8,3357,212,Dining
Customer_7306,No,Yes,2.5,928,394,Quick Bites
Customer_7307,No,Yes,4.7,3775,1563,Cafe
Customer_7308,Yes,No,3.5,4055,2482,Dining
Customer_7309,No,Yes,1.5,3291,326,Delivery
Customer_7310,Yes,No,3.3,2929,721,Dining
Customer_7311,No,No,2.7,2109,1114,Delivery
Customer_7312,No,Yes,4,2752,326,Buffet
Customer_7313,No,Yes,1.4,2616,1362,Cafe
Customer_7314,Yes,No,1,4664,1921,Delivery
Customer_7315,No,Yes,3.2,4298,2770,Delivery
Customer_7316,No,Yes,4.5,2618,1222,Buffet
Customer_7317,Yes,No,4.9,971,2891,Dining
Customer_7318,Yes,Yes,3,3527,1584,Dining
Customer_7319,No,Yes,1.4,1222,1520,Cafe
Customer_7320,Yes,No,1.8,1893,2281,Quick Bites
Customer_7321,No,Yes,1.3,1972,480,Delivery
Customer_7322,Yes,No,2.1,2574,2140,Dining
Customer_7323,No,No,1.2,3161,2599,Dining
Customer_7324,No,Yes,2.6,3368,262,Delivery
Customer_7325,No,No,2.8,2663,2149,Quick Bites
Customer_7326,Yes,No,2.3,166,2125,Quick Bites
Customer_7327,Yes,Yes,4.4,1317,2298,Cafe
Customer_7328,Yes,Yes,3.2,3048,2470,Cafe
Customer_7329,No,Yes,4.2,461,2325,Buffet
Customer_7330,No,No,1.8,1872,2805,Quick Bites
Customer_7331,No,Yes,4.9,4241,1956,Dining
Customer_7332,No,Yes,4.8,1169,1621,Dining
Customer_7333,Yes,Yes,2.2,2252,1398,Delivery
Customer_7334,Yes,No,3.8,1003,2559,Delivery
Customer_7335,No,Yes,2.4,4413,2958,Dining
Customer_7336,Yes,No,3,4889,2624,Buffet
Customer_7337,Yes,No,2.9,4356,1371,Quick Bites
Customer_7338,Yes,Yes,4.2,4379,387,Cafe
Customer_7339,No,No,4.8,3744,1646,Delivery
Customer_7340,No,Yes,4.7,2628,1445,Dining
Customer_7341,Yes,No,1.4,1520,1629,Dining
Customer_7342,No,Yes,2.6,2172,2113,Delivery
Customer_7343,Yes,Yes,3.2,3038,427,Quick Bites
Customer_7344,Yes,Yes,2.8,3848,2273,Buffet
Customer_7345,No,Yes,4.2,2960,2185,Delivery
Customer_7346,No,No,1.1,3262,2013,Dining
Customer_7347,No,Yes,2.9,1703,2712,Buffet
Customer_7348,Yes,Yes,2,3471,1562,Quick Bites
Customer_7349,Yes,Yes,4.8,3307,438,Buffet
Customer_7350,Yes,Yes,1.6,2084,2869,Dining
Customer_7351,No,No,1.2,3846,1593,Delivery
Customer_7352,Yes,Yes,4.3,874,1211,Delivery
Customer_7353,Yes,No,2.4,3383,496,Buffet
Customer_7354,Yes,No,1.1,47,793,Buffet
Customer_7355,No,Yes,2.5,2910,2928,Delivery
Customer_7356,No,Yes,4.4,1696,1059,Buffet
Customer_7357,No,Yes,2,650,1151,Delivery
Customer_7358,No,Yes,2.7,1524,570,Buffet
Customer_7359,Yes,Yes,4.7,4631,1976,Delivery
Customer_7360,Yes,Yes,3.3,3267,1605,Cafe
Customer_7361,Yes,No,2.7,1989,1290,Cafe
Customer_7362,No,No,3,4365,860,Buffet
Customer_7363,Yes,Yes,1.1,3918,2976,Buffet
Customer_7364,No,No,2.6,3725,554,Quick Bites
Customer_7365,Yes,Yes,4.4,2569,2830,Cafe
Customer_7366,Yes,Yes,5,4604,2435,Quick Bites
Customer_7367,Yes,Yes,3,4718,2403,Quick Bites
Customer_7368,No,No,3.2,3208,2698,Buffet
Customer_7369,No,No,5,2057,1037,Buffet
Customer_7370,No,No,2.4,1829,1728,Buffet
Customer_7371,No,No,4.1,341,2363,Quick Bites
Customer_7372,Yes,Yes,4.4,2651,451,Cafe
Customer_7373,Yes,No,3.6,1980,403,Buffet
Customer_7374,Yes,No,3.8,3796,1484,Delivery
Customer_7375,No,No,4.9,1532,2585,Delivery
Customer_7376,No,No,2.6,3196,2908,Dining
Customer_7377,No,No,1.7,3792,1090,Delivery
Customer_7378,No,Yes,3.5,2096,240,Delivery
Customer_7379,Yes,Yes,4.7,2344,2436,Delivery
Customer_7380,No,No,3.8,1654,2889,Cafe
Customer_7381,No,No,3.7,3410,2649,Cafe
Customer_7382,Yes,No,2.5,17,2153,Cafe
Customer_7383,Yes,Yes,4.2,1572,2290,Cafe
Customer_7384,Yes,No,1.6,1521,2342,Delivery
Customer_7385,No,Yes,2.3,3197,2951,Dining
Customer_7386,Yes,No,2.8,426,1751,Cafe
Customer_7387,No,Yes,3.6,3936,2149,Quick Bites
Customer_7388,No,Yes,1,4823,1352,Cafe
Customer_7389,No,Yes,2.8,4183,938,Cafe
Customer_7390,No,No,4,1526,534,Cafe
Customer_7391,Yes,No,3,862,1001,Delivery
Customer_7392,No,Yes,4,1796,1930,Delivery
Customer_7393,No,Yes,1.5,608,2288,Quick Bites
Customer_7394,No,No,3.3,3608,2302,Buffet
Customer_7395,Yes,Yes,4.5,2577,2314,Cafe
Customer_7396,Yes,No,2.4,4979,1132,Quick Bites
Customer_7397,Yes,No,2.4,1771,1125,Quick Bites
Customer_7398,Yes,No,3.5,4363,2396,Buffet
Customer_7399,Yes,No,2.5,3425,1101,Dining
Customer_7400,No,Yes,1.6,3914,1914,Cafe
Customer_7401,No,Yes,3.3,4543,1403,Dining
Customer_7402,Yes,Yes,4.4,4955,2824,Quick Bites
Customer_7403,No,Yes,1.1,1258,276,Cafe
Customer_7404,No,No,1.8,4500,1643,Buffet
Customer_7405,Yes,Yes,1.2,1644,646,Dining
Customer_7406,No,Yes,1.5,758,579,Quick Bites
Customer_7407,Yes,No,4.8,3015,2832,Dining
Customer_7408,Yes,No,1,3812,1836,Buffet
Customer_7409,No,Yes,4,1501,2428,Cafe
Customer_7410,Yes,Yes,1.8,4023,559,Delivery
Customer_7411,Yes,No,2.3,1831,1035,Quick Bites
Customer_7412,Yes,Yes,1.2,2497,1561,Buffet
Customer_7413,Yes,Yes,2.3,3502,774,Dining
Customer_7414,Yes,Yes,1.3,2974,2747,Dining
Customer_7415,No,Yes,1.6,1446,758,Buffet
Customer_7416,Yes,Yes,1.5,2421,1692,Dining
Customer_7417,Yes,Yes,3.3,4886,2932,Quick Bites
Customer_7418,Yes,Yes,2.8,2167,2704,Buffet
Customer_7419,No,Yes,3.1,1393,2572,Cafe
Customer_7420,No,No,3.2,3414,2024,Dining
Customer_7421,No,No,3.3,89,2156,Cafe
Customer_7422,Yes,Yes,1.4,423,1477,Quick Bites
Customer_7423,Yes,Yes,4.5,788,526,Delivery
Customer_7424,Yes,No,4.5,114,1594,Buffet
Customer_7425,No,No,1.7,4081,843,Cafe
Customer_7426,Yes,Yes,2,3520,852,Delivery
Customer_7427,No,Yes,1.3,2894,2156,Quick Bites
Customer_7428,Yes,Yes,3.5,3036,1373,Dining
Customer_7429,Yes,Yes,4.4,81,2169,Quick Bites
Customer_7430,Yes,Yes,1.9,1578,2954,Cafe
Customer_7431,No,Yes,3.7,4819,988,Dining
Customer_7432,Yes,No,2.8,3339,2624,Delivery
Customer_7433,No,Yes,1.5,3865,1419,Dining
Customer_7434,No,No,4.7,3676,2744,Cafe
Customer_7435,No,No,4.8,2720,543,Cafe
Customer_7436,Yes,No,4.5,3334,414,Delivery
Customer_7437,Yes,No,2.9,2385,1829,Dining
Customer_7438,No,No,3.8,1519,1491,Dining
Customer_7439,Yes,Yes,2.6,2502,900,Quick Bites
Customer_7440,No,Yes,4.8,263,2618,Cafe
